id,type,title,question,category_path,source_url,decision_kind,decision_year,decision_no,content_hash
diyk_qa_0193c42d-b945-7f2a-d013-2b26216883d0_e207e2dcab,qa,Peygamberimizin (s.a.s.) kabr-i saâdetini ziyaret etmek ve Ravza-i Mutahhara'da namaz kılmak haccın menâsikinden midir?,Peygamberimizin (s.a.s.) kabr-i saâdetini ziyaret etmek ve Ravza-i Mutahhara'da namaz kılmak haccın menâsikinden midir?,HAC ve UMRE > Medine Ziyareti > Peygamberimizin (s.a.s.) kabr-i saâdetini ziyaret etmek ve Ravza-i Mutahhara'da namaz kılmak haccın menâsikinden midir?,https://kurul.diyanet.gov.tr/soru/peygamberimizin-sas-kabr-i-saadetini-ziyaret-etmek-ve-ravza-i-mutahharada-namaz-kilmak-haccin-menasikinden-midir/0193c42d-b945-7f2a-d013-2b26216883d0,,,,sha256:1c69c696deaa051320fbd1d0b35c596d4785a07fffaa4f24a4be3b04d19d573f
diyk_qa_0193f335-068a-720c-d370-17f23299c5be_7cf8a2a41a,qa,"Ten'im, Arafat, Cidde gibi Hill bölgesine çıkan kimsenin tekrar Harem bölgesine dönmesi halinde ihrama girmesi gerekir mi?","Ten'im, Arafat, Cidde gibi Hill bölgesine çıkan kimsenin tekrar Harem bölgesine dönmesi halinde ihrama girmesi gerekir mi?","HAC ve UMRE > İhram ve Mikat > Ten'im, Arafat, Cidde gibi Hill bölgesine çıkan kimsenin tekrar Harem bölgesine dönmesi halinde ihrama girmesi gerekir mi?",https://kurul.diyanet.gov.tr/soru/tenim-arafat-cidde-gibi-hill-bolgesine-cikan-kimsenin-tekrar-harem-bolgesine-donmesi-halinde-ihrama-girmesi-gerekir-mi/0193f335-068a-720c-d370-17f23299c5be,,,,sha256:9622778ee7240c95653facfca5cc149bf02bfd70995bdc728a3d57eb048a7346
diyk_qa_0193f3a8-d6a9-75d4-eece-9f4f2b950cfd_f341be8259,qa,Müzdelife vakfesi ne zaman yapılır ve asgari süresi ne kadardır?,Müzdelife vakfesi ne zaman yapılır ve asgari süresi ne kadardır?,HAC ve UMRE > Haccın Sünnetleri > Müzdelife vakfesi ne zaman yapılır ve asgari süresi ne kadardır?,https://kurul.diyanet.gov.tr/soru/muzdelife-vakfesi-ne-zaman-yapilir-ve-asgari-suresi-ne-kadardir/0193f3a8-d6a9-75d4-eece-9f4f2b950cfd,,,,sha256:d533d5f0bbf86a8c8ed5d313076bdc6d53c1fe6e17d787f2f20f9ba455553c1f
diyk_qa_0193f3cd-bcef-7474-9985-d1ca582d1acd_4431b4a3d0,qa,Mekke ve Medine'de Cuma namazı vaktinde ezanın hemen ardından hutbeye başlandığında Cumanın ilk sünneti veya nafile namaz kılınır mı?,Mekke ve Medine'de Cuma namazı vaktinde ezanın hemen ardından hutbeye başlandığında Cumanın ilk sünneti veya nafile namaz kılınır mı?,NAMAZ > Cuma Namazı > Mekke ve Medine'de Cuma namazı vaktinde ezanın hemen ardından hutbeye başlandığında Cumanın ilk sünneti veya nafile namaz kılınır mı?,https://kurul.diyanet.gov.tr/soru/mekke-ve-medinede-cuma-namazi-vaktinde-ezanin-hemen-ardindan-hutbeye-baslandiginda-cumanin-ilk-sunneti-veya-nafile-namaz-kilinir-mi/0193f3cd-bcef-7474-9985-d1ca582d1acd,,,,sha256:97976dcfe3ff09fa8121c3b380c1daadd73a34396e87ee07ee4fc38ea3541ef5
diyk_qa_0193f50d-57cd-764d-a318-b477a37ce3f0_eb4a5bc5ab,qa,Bir fitrenin (fıtır sadakası) veya bir oruç fidyesinin bölünerek verilmesi caiz midir?,Bir fitrenin (fıtır sadakası) veya bir oruç fidyesinin bölünerek verilmesi caiz midir?,ZEKAT ve SADAKA > Sadaka-i Fıtır (Fitre) > Bir fitrenin (fıtır sadakası) veya bir oruç fidyesinin bölünerek verilmesi caiz midir?,https://kurul.diyanet.gov.tr/soru/bir-fitrenin-fitir-sadakasi-veya-bir-oruc-fidyesinin-bolunerek-verilmesi-caiz-midir/0193f50d-57cd-764d-a318-b477a37ce3f0,,,,sha256:616d7c3a7b84c04373a3ef8174fbf31ebfa22b216ec33c9d8715a9460b2279d2
diyk_qa_0193f515-9187-7375-a10a-9eebe054db8b_e463f88f85,qa,"Bir kadın, umrenin sa'yini yapmadan saçını kısaltırsa kendisine ne gerekir?","Bir kadın, umrenin sa'yini yapmadan saçını kısaltırsa kendisine ne gerekir?","HAC ve UMRE > Umre İle İlgili Hükümler > Bir kadın, umrenin sa'yini yapmadan saçını kısaltırsa kendisine ne gerekir?",https://kurul.diyanet.gov.tr/soru/bir-kadin-umrenin-sayini-yapmadan-sacini-kisaltirsa-kendisine-ne-gerekir/0193f515-9187-7375-a10a-9eebe054db8b,,,,sha256:b4c17c31ef3f05ca352e3f7192994e7f5dfcac566f9987e218eea1920668e351
diyk_qa_0193f522-c25f-7e59-5c88-c0d2b5a6f84b_739491aa08,qa,Arafat vakfesi Cuma gününe denk geldiğinde hacıların Arafat'ta cuma namazı kılmaları gerekir mi?,Arafat vakfesi Cuma gününe denk geldiğinde hacıların Arafat'ta cuma namazı kılmaları gerekir mi?,HAC ve UMRE > Haccın Şartları ve Rükünleri > Arafat vakfesi Cuma gününe denk geldiğinde hacıların Arafat'ta cuma namazı kılmaları gerekir mi?,https://kurul.diyanet.gov.tr/soru/arafat-vakfesi-cuma-gunune-denk-geldiginde-hacilarin-arafatta-cuma-namazi-kilmalari-gerekir-mi/0193f522-c25f-7e59-5c88-c0d2b5a6f84b,,,,sha256:882bf854d4a9e49c0e88f0a24ea5d9eb810458bef4e882fec50160e4290f7097
diyk_qa_0193f52b-582c-7e1f-226e-0fe1d96e604d_312de3b3e2,qa,Harem bölgesinde bulunanların hac için Arafat'ta ihrama girmeleri caiz midir?,Harem bölgesinde bulunanların hac için Arafat'ta ihrama girmeleri caiz midir?,HAC ve UMRE > İhram ve Mikat > Harem bölgesinde bulunanların hac için Arafat'ta ihrama girmeleri caiz midir?,https://kurul.diyanet.gov.tr/soru/harem-bolgesinde-bulunanlarin-hac-icin-arafatta-ihrama-girmeleri-caiz-midir/0193f52b-582c-7e1f-226e-0fe1d96e604d,,,,sha256:3bcb39168f090806c03277737e64c762769a8d7903fe810b1391a3a762c5db4b
diyk_qa_0193f531-ee4a-7bd2-6587-27328d1e9c2c_5d97fcd648,qa,Tavaf ve sa'yi peş peşe yapmak şart mıdır?,Tavaf ve sa'yi peş peşe yapmak şart mıdır?,HAC ve UMRE > Tavaf ve Sa'y > Tavaf ve sa'yi peş peşe yapmak şart mıdır?,https://kurul.diyanet.gov.tr/soru/tavaf-ve-sayi-pes-pese-yapmak-sart-midir/0193f531-ee4a-7bd2-6587-27328d1e9c2c,,,,sha256:e9a98d972dde35bf35b18ef6021e18621df7be48f1a93ab53618106769cf6270
diyk_qa_0193f537-382c-7fa5-374d-d8bef439c3dc_4213595bee,qa,"Kırân haccına niyet eden bir kimsenin, umre yaptıktan sonra ikinci bir umre yapmasının hükmü nedir?","Kırân haccına niyet eden bir kimsenin, umre yaptıktan sonra ikinci bir umre yapmasının hükmü nedir?","HAC ve UMRE > Haccın Çeşitleri > Kırân haccına niyet eden bir kimsenin, umre yaptıktan sonra ikinci bir umre yapmasının hükmü nedir?",https://kurul.diyanet.gov.tr/soru/kiran-haccina-niyet-eden-bir-kimsenin-umre-yaptiktan-sonra-ikinci-bir-umre-yapmasinin-hukmu-nedir/0193f537-382c-7fa5-374d-d8bef439c3dc,,,,sha256:67fbf7ad0604fa600febc05431e306c7102fed9fd19fec8b7dbde53e428562cf
diyk_qa_0193f771-76cf-7303-410f-706e82f73704_cf80f825e9,qa,Aynı yasağı birden fazla işleyen ihramlı bir kimseye ne gerekir?,Aynı yasağı birden fazla işleyen ihramlı bir kimseye ne gerekir?,HAC ve UMRE > Hacda İşlenen Suçlar ve Cezaları > Aynı yasağı birden fazla işleyen ihramlı bir kimseye ne gerekir?,https://kurul.diyanet.gov.tr/soru/ayni-yasagi-birden-fazla-isleyen-ihramli-bir-kimseye-ne-gerekir/0193f771-76cf-7303-410f-706e82f73704,,,,sha256:4ec5113be51561758c39363d3c8084f3a14309b79653d838d65f80e76550175e
diyk_qa_0193f78b-ac5a-749d-4273-852007e09c9b_0101dbaada,qa,İhramlının üzerine nevresim veya battaniye gibi bir şey alması/örtmesi ceza gerektirir mi?,İhramlının üzerine nevresim veya battaniye gibi bir şey alması/örtmesi ceza gerektirir mi?,HAC ve UMRE > İhram ve Mikat > İhramlının üzerine nevresim veya battaniye gibi bir şey alması/örtmesi ceza gerektirir mi?,https://kurul.diyanet.gov.tr/soru/ihramlinin-uzerine-nevresim-veya-battaniye-gibi-bir-sey-almasiortmesi-ceza-gerektirir-mi/0193f78b-ac5a-749d-4273-852007e09c9b,,,,sha256:e02ce900c7a921dd828a398349bd867207f74d2b834fa1d6ccb3fc20dc4bb465
diyk_qa_0193f799-4de3-778a-f21b-14ac0fe3941f_4ce69c2fb2,qa,Haram yollardan elde edilen kazanç ile hac yapılır mı?,Haram yollardan elde edilen kazanç ile hac yapılır mı?,HAC ve UMRE > Hacla İlgili Güncel Meseleler > Haram yollardan elde edilen kazanç ile hac yapılır mı?,https://kurul.diyanet.gov.tr/soru/haram-yollardan-elde-edilen-kazanc-ile-hac-yapilir-mi/0193f799-4de3-778a-f21b-14ac0fe3941f,,,,sha256:17b897425161e02e5e04760409a403f4718b9290143315387da9d2a0a5c6a80f
diyk_qa_0193f7aa-75ad-7214-fab8-57f83cb538ad_d49635fda2,qa,"Kurada adı çıkan kimse, başkası adına vekâleten hac yapabilir mi?","Kurada adı çıkan kimse, başkası adına vekâleten hac yapabilir mi?","HAC ve UMRE > Hacla İlgili Güncel Meseleler > Kurada adı çıkan kimse, başkası adına vekâleten hac yapabilir mi?",https://kurul.diyanet.gov.tr/soru/kurada-adi-cikan-kimse-baskasi-adina-vekaleten-hac-yapabilir-mi/0193f7aa-75ad-7214-fab8-57f83cb538ad,,,,sha256:0f96973d3914ba34f74856f0be6688493ab3870103f0046b84efa82356070243
diyk_qa_0193f7b0-5998-77f5-8337-78fc3b32d25f_81fc5f7c0a,qa,"İhramlının gözlük, saat, kemer, toka vb. aksesuarlar takması veya atel, bandaj gibi sargı malzemeleri kullanması ceza gerektirir mi?","İhramlının gözlük, saat, kemer, toka vb. aksesuarlar takması veya atel, bandaj gibi sargı malzemeleri kullanması ceza gerektirir mi?","HAC ve UMRE > İhram ve Mikat > İhramlının gözlük, saat, kemer, toka vb. aksesuarlar takması veya atel, bandaj gibi sargı malzemeleri kullanması ceza gerektirir mi?",https://kurul.diyanet.gov.tr/soru/ihramlinin-gozluk-saat-kemer-toka-vb-aksesuarlar-takmasi-veya-atel-bandaj-gibi-sargi-malzemeleri-kullanmasi-ceza-gerektirir-mi/0193f7b0-5998-77f5-8337-78fc3b32d25f,,,,sha256:24e8f8578e970f536bf6772e3ad9fff418821dc4d526e7d5711b48fd62c180a7
diyk_qa_0193f7b5-184e-7eca-e633-b40490a664f2_d5a08eadce,qa,Hac için ihrama girdiği hâlde Arafat'a çıkmayan kimsenin (fevât) ne yapması gerekir?,Hac için ihrama girdiği hâlde Arafat'a çıkmayan kimsenin (fevât) ne yapması gerekir?,HAC ve UMRE > Haccın Şartları ve Rükünleri > Hac için ihrama girdiği hâlde Arafat'a çıkmayan kimsenin (fevât) ne yapması gerekir?,https://kurul.diyanet.gov.tr/soru/hac-icin-ihrama-girdigi-halde-arafata-cikmayan-kimsenin-fevat-ne-yapmasi-gerekir/0193f7b5-184e-7eca-e633-b40490a664f2,,,,sha256:210d7409dc6e5c2b78b4dcbf3ee632748249d1ba1b85ae97d9e61975df142f2e
diyk_qa_0193f7c1-59b9-7cc6-88b0-e137d4e2896a_1368658826,qa,Bütün tavaflarda remel ve ıztıbâ' yapılmalı mıdır?,Bütün tavaflarda remel ve ıztıbâ' yapılmalı mıdır?,HAC ve UMRE > Tavaf ve Sa'y > Bütün tavaflarda remel ve ıztıbâ' yapılmalı mıdır?,https://kurul.diyanet.gov.tr/soru/butun-tavaflarda-remel-ve-iztiba-yapilmali-midir/0193f7c1-59b9-7cc6-88b0-e137d4e2896a,,,,sha256:9e5a0dddf0fd5c273e0ddedb3faf904bbc9cc15fa4549f256b9272ac1e76226f
diyk_qa_0193f7d2-1e8c-721b-c49d-7ad3b602b103_000d203f1f,qa,Tavaf Esnasında Tekerlekli Sandalye vb. Araçlar Üzerinde Uyuyan Kimsenin Tavafı Geçerli Midir?,Tavaf Esnasında Tekerlekli Sandalye vb. Araçlar Üzerinde Uyuyan Kimsenin Tavafı Geçerli Midir?,HAC ve UMRE > Tavaf ve Sa'y > Tavaf Esnasında Tekerlekli Sandalye vb. Araçlar Üzerinde Uyuyan Kimsenin Tavafı Geçerli Midir?,https://kurul.diyanet.gov.tr/soru/tavaf-esnasinda-tekerlekli-sandalye-vb-araclar-uzerinde-uyuyan-kimsenin-tavafi-gecerli-midir/0193f7d2-1e8c-721b-c49d-7ad3b602b103,,,,sha256:ab6648dac22eeebc0e3315f5467ddc4c7e80131d98486cb320992fbc35075495
diyk_qa_0193f7df-5df6-7544-8c05-5d98b3aef19f_570a605607,qa,Tavaf iade edilirken ihramlı olmak şart mıdır?,Tavaf iade edilirken ihramlı olmak şart mıdır?,HAC ve UMRE > Tavaf ve Sa'y > Tavaf iade edilirken ihramlı olmak şart mıdır?,https://kurul.diyanet.gov.tr/soru/tavaf-iade-edilirken-ihramli-olmak-sart-midir/0193f7df-5df6-7544-8c05-5d98b3aef19f,,,,sha256:19f9278c5aa9cd078d08230e035d42efc75026b92b5a47365bfa3d8df548bc24
diyk_qa_0193f7fa-d693-731b-3621-a69360996f53_99c73df667,qa,İhrama girdikten sonra hacda Arafat vakfesini veya umrede tavafı iradesi dışındaki bir engelden dolayı yapamayan (muhsar) kimseye ne gerekir?,İhrama girdikten sonra hacda Arafat vakfesini veya umrede tavafı iradesi dışındaki bir engelden dolayı yapamayan (muhsar) kimseye ne gerekir?,HAC ve UMRE > İhram ve Mikat > İhrama girdikten sonra hacda Arafat vakfesini veya umrede tavafı iradesi dışındaki bir engelden dolayı yapamayan (muhsar) kimseye ne gerekir?,https://kurul.diyanet.gov.tr/soru/ihrama-girdikten-sonra-hacda-arafat-vakfesini-veya-umrede-tavafi-iradesi-disindaki-bir-engelden-dolayi-yapamayan-muhsar-kimseye-ne-gerekir/0193f7fa-d693-731b-3621-a69360996f53,,,,sha256:97b95a46c6770a57f4aa6c46ed37e3723492c3633bade09c25eef8d4cbc71469
diyk_qa_0193f806-bf9a-7ab0-b54b-755878b91a29_4acec27d6b,qa,Tavaf ve sa'y yaparken beden veya elbisenin necâsetten temiz olması şart mıdır?,Tavaf ve sa'y yaparken beden veya elbisenin necâsetten temiz olması şart mıdır?,HAC ve UMRE > Tavaf ve Sa'y > Tavaf ve sa'y yaparken beden veya elbisenin necâsetten temiz olması şart mıdır?,https://kurul.diyanet.gov.tr/soru/tavaf-ve-say-yaparken-beden-veya-elbisenin-necasetten-temiz-olmasi-sart-midir/0193f806-bf9a-7ab0-b54b-755878b91a29,,,,sha256:00e9288d694b169a6dbf24ca4454c2f9ba85f2ff5efe5f4f4e0356526570db78
diyk_qa_0193f80e-a023-7755-7f1e-188b345bc2ee_16c861b54a,qa,Tavaf esnasında veya tavaf tamamlandıktan sonra abdesti hakkında şüphe duyan kimsenin durumu nedir?,Tavaf esnasında veya tavaf tamamlandıktan sonra abdesti hakkında şüphe duyan kimsenin durumu nedir?,HAC ve UMRE > Tavaf ve Sa'y > Tavaf esnasında veya tavaf tamamlandıktan sonra abdesti hakkında şüphe duyan kimsenin durumu nedir?,https://kurul.diyanet.gov.tr/soru/tavaf-esnasinda-veya-tavaf-tamamlandiktan-sonra-abdesti-hakkinda-suphe-duyan-kimsenin-durumu-nedir/0193f80e-a023-7755-7f1e-188b345bc2ee,,,,sha256:510d4202282935faf0ba2025d523e7bfe8cc431ee8ae4e305f05b5bf0d741a8a
diyk_qa_0193f814-20d9-7509-559d-215f40467691_b7c100f84b,qa,Birinci tahallülden sonra henüz ziyaret tavafı yapmadan cinsel ilişkide bulunan kimseye ne gerekir?,Birinci tahallülden sonra henüz ziyaret tavafı yapmadan cinsel ilişkide bulunan kimseye ne gerekir?,HAC ve UMRE > Hacda İşlenen Suçlar ve Cezaları > Birinci tahallülden sonra henüz ziyaret tavafı yapmadan cinsel ilişkide bulunan kimseye ne gerekir?,https://kurul.diyanet.gov.tr/soru/birinci-tahallulden-sonra-henuz-ziyaret-tavafi-yapmadan-cinsel-iliskide-bulunan-kimseye-ne-gerekir/0193f814-20d9-7509-559d-215f40467691,,,,sha256:e596304918292fc1c622a7c5cbb40e04258d957e827cf0a0802be2c90d076c86
diyk_qa_0193f818-a747-7559-3b56-acc730d66f48_2c76f6c15a,qa,"Kurban bayramı gecesi, gece yarısından önce şeytan taşlamak geçerli midir?","Kurban bayramı gecesi, gece yarısından önce şeytan taşlamak geçerli midir?","HAC ve UMRE > Şeytan Taşlama > Kurban bayramı gecesi, gece yarısından önce şeytan taşlamak geçerli midir?",https://kurul.diyanet.gov.tr/soru/kurban-bayrami-gecesi-gece-yarisindan-once-seytan-taslamak-gecerli-midir/0193f818-a747-7559-3b56-acc730d66f48,,,,sha256:8a63000d7cac44988a5c805a440ee31ab1d00f5c5834e4ad22f06276a02b899b
diyk_qa_0193f820-981a-71b1-d819-823935a0fd80_f5be802ae6,qa,"Şeytan taşlamayı terk eden veya eksik bırakan kimse, taşlarını dördüncü günü atacak olursa o gün için de taş atması gerekir mi?","Şeytan taşlamayı terk eden veya eksik bırakan kimse, taşlarını dördüncü günü atacak olursa o gün için de taş atması gerekir mi?","HAC ve UMRE > Şeytan Taşlama > Şeytan taşlamayı terk eden veya eksik bırakan kimse, taşlarını dördüncü günü atacak olursa o gün için de taş atması gerekir mi?",https://kurul.diyanet.gov.tr/soru/seytan-taslamayi-terk-eden-veya-eksik-birakan-kimse-taslarini-dorduncu-gunu-atacak-olursa-o-gun-icin-de-tas-atmasi-gerekir-mi/0193f820-981a-71b1-d819-823935a0fd80,,,,sha256:eaf9dc8a178bc9327141de3a19d1ab3448ee13652d77e6a3e3331e3932c8e40e
diyk_qa_0193f829-9492-79dd-ffa4-1d3dca33c80e_f2c687ad09,qa,Şeytan taşlama günlerinde atılacak taşlar nereden toplanır?,Şeytan taşlama günlerinde atılacak taşlar nereden toplanır?,HAC ve UMRE > Şeytan Taşlama > Şeytan taşlama günlerinde atılacak taşlar nereden toplanır?,https://kurul.diyanet.gov.tr/soru/seytan-taslama-gunlerinde-atilacak-taslar-nereden-toplanir/0193f829-9492-79dd-ffa4-1d3dca33c80e,,,,sha256:6cd45c213cd1e1749bd3305a7513899b7e3a1f97463411153795a327a4bf8f69
diyk_qa_0193f82c-fa84-70d3-77fb-c1c46458add7_dd473c9d52,qa,Tavaf esnasında avret mahalli açılan kimseye ne gerekir?,Tavaf esnasında avret mahalli açılan kimseye ne gerekir?,HAC ve UMRE > Hacda İşlenen Suçlar ve Cezaları > Tavaf esnasında avret mahalli açılan kimseye ne gerekir?,https://kurul.diyanet.gov.tr/soru/tavaf-esnasinda-avret-mahalli-acilan-kimseye-ne-gerekir/0193f82c-fa84-70d3-77fb-c1c46458add7,,,,sha256:814f58ad088d054c553e4ee2154b1843d0f759c3e32fafb492d7ff83301a9d43
diyk_qa_0193f834-329d-7c54-4678-19e8f4dcf288_7803e0e2d3,qa,Özür sahibi kimse veya istihâze olan kadın tavafını nasıl yapar?,Özür sahibi kimse veya istihâze olan kadın tavafını nasıl yapar?,HAC ve UMRE > Tavaf ve Sa'y > Özür sahibi kimse veya istihâze olan kadın tavafını nasıl yapar?,https://kurul.diyanet.gov.tr/soru/ozur-sahibi-kimse-veya-istihaze-olan-kadin-tavafini-nasil-yapar/0193f834-329d-7c54-4678-19e8f4dcf288,,,,sha256:5de26c1ae176a8e328a8dfa4297d0a4258c54729ddb99a669d877177fddfc3f3
diyk_qa_0193f83a-4304-7e11-d96f-4fa5a1d551ff_996d3e8635,qa,Vekâleten yapılan hac veya umre ibadetinde vekilin ihlalleri sebebiyle ödenmesi gereken cezaları kim öder?,Vekâleten yapılan hac veya umre ibadetinde vekilin ihlalleri sebebiyle ödenmesi gereken cezaları kim öder?,HAC ve UMRE > Hacla İlgili Güncel Meseleler > Vekâleten yapılan hac veya umre ibadetinde vekilin ihlalleri sebebiyle ödenmesi gereken cezaları kim öder?,https://kurul.diyanet.gov.tr/soru/vekaleten-yapilan-hac-veya-umre-ibadetinde-vekilin-ihlalleri-sebebiyle-odenmesi-gereken-cezalari-kim-oder/0193f83a-4304-7e11-d96f-4fa5a1d551ff,,,,sha256:7c68fb39b72b17c8f839cbd80ce7ed2f4c21a35430758fe9f6ee7e8eb296c3a6
diyk_qa_0193f841-edb6-729b-69d2-cd1b9ac14d0f_abce448fcb,qa,"Kişi, umre tavafı ve sa'yi arasında veya sa'yini yaptıktan sonra ihramdan çıkmadan önce nâfile tavaf yapabilir mi?","Kişi, umre tavafı ve sa'yi arasında veya sa'yini yaptıktan sonra ihramdan çıkmadan önce nâfile tavaf yapabilir mi?","HAC ve UMRE > Tavaf ve Sa'y > Kişi, umre tavafı ve sa'yi arasında veya sa'yini yaptıktan sonra ihramdan çıkmadan önce nâfile tavaf yapabilir mi?",https://kurul.diyanet.gov.tr/soru/kisi-umre-tavafi-ve-sayi-arasinda-veya-sayini-yaptiktan-sonra-ihramdan-cikmadan-once-nafile-tavaf-yapabilir-mi/0193f841-edb6-729b-69d2-cd1b9ac14d0f,,,,sha256:836b6a331794f1d8780ef130f11d0befa09a9d16d0ded72cb5ee7b99120b9af3
diyk_qa_0193f849-5d21-75d1-487f-ca1405dc37df_d95c6486ca,qa,"Hastalık gibi bir özür nedeniyle saçını, sakalını veya vücudundan herhangi bir yerini tıraş eden ihramlı kimseye ne gerekir?","Hastalık gibi bir özür nedeniyle saçını, sakalını veya vücudundan herhangi bir yerini tıraş eden ihramlı kimseye ne gerekir?","HAC ve UMRE > İhram ve Mikat > Hastalık gibi bir özür nedeniyle saçını, sakalını veya vücudundan herhangi bir yerini tıraş eden ihramlı kimseye ne gerekir?",https://kurul.diyanet.gov.tr/soru/hastalik-gibi-bir-ozur-nedeniyle-sacini-sakalini-veya-vucudundan-herhangi-bir-yerini-tiras-eden-ihramli-kimseye-ne-gerekir/0193f849-5d21-75d1-487f-ca1405dc37df,,,,sha256:b57d04720a3d4dfa82c74a678ecd907ef9881ab716d5032a83ba3abf96ee1329
diyk_qa_0193f851-840c-721a-ccf7-f9170955b6a8_61cf27280e,qa,Mümeyyiz çocukların ihtidası geçerli midir?,Mümeyyiz çocukların ihtidası geçerli midir?,İSLAM İNANCI > Allah'a İman > Mümeyyiz çocukların ihtidası geçerli midir?,https://kurul.diyanet.gov.tr/soru/mumeyyiz-cocuklarin-ihtidasi-gecerli-midir/0193f851-840c-721a-ccf7-f9170955b6a8,,,,sha256:813ecc3a4192c1ea29360853ffe64a818414aa2c8e6e290ad42ea9e56ba61c9c
diyk_qa_01940320-b6eb-73a0-f97d-710be1f116a7_3176955b54,qa,Vakıf veya derneklere gelir elde etmek için düzenlenen etkinliklerde çekiliş yoluyla hediye dağıtmanın hükmü nedir?,Vakıf veya derneklere gelir elde etmek için düzenlenen etkinliklerde çekiliş yoluyla hediye dağıtmanın hükmü nedir?,VAKIF > Vakıf Malında Tasarruf > Vakıf veya derneklere gelir elde etmek için düzenlenen etkinliklerde çekiliş yoluyla hediye dağıtmanın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/vakif-veya-derneklere-gelir-elde-etmek-icin-duzenlenen-etkinliklerde-cekilis-yoluyla-hediye-dagitmanin-hukmu-nedir/01940320-b6eb-73a0-f97d-710be1f116a7,,,,sha256:cad0310f9c2176fc2791d2d9c5ddf558629e78d70d6256c0f5d8505f8c18c47e
diyk_qa_01940339-dc25-7e58-8bf4-e38e8e0bc5f2_d9bef4f18c,qa,Sosyal medyada dikkat edilmesi gereken hususlar nelerdir?,Sosyal medyada dikkat edilmesi gereken hususlar nelerdir?,HAKLAR VE SORUMLULUKLAR > Genel > Sosyal medyada dikkat edilmesi gereken hususlar nelerdir?,https://kurul.diyanet.gov.tr/soru/sosyal-medyada-dikkat-edilmesi-gereken-hususlar-nelerdir/01940339-dc25-7e58-8bf4-e38e8e0bc5f2,,,,sha256:cb168712e7bcb7de1e4367f09c442c0d42a67340bfdc38e1600b1e1c18693857
diyk_qa_01940341-991a-7368-fbf9-1ae8f2d8b4ab_8fd8fc13e7,qa,Anne sütünün başka bebeklere verilmesinde dikkat edilecek hususlar nelerdir?,Anne sütünün başka bebeklere verilmesinde dikkat edilecek hususlar nelerdir?,AİLE HAYATI > Süt Akrabalığı > Anne sütünün başka bebeklere verilmesinde dikkat edilecek hususlar nelerdir?,https://kurul.diyanet.gov.tr/soru/anne-sutunun-baska-bebeklere-verilmesinde-dikkat-edilecek-hususlar-nelerdir/01940341-991a-7368-fbf9-1ae8f2d8b4ab,,,,sha256:0b87bfab8c2c56748f088588babba3ffb904b14a309cdb09d1e9a843ba5f3841
diyk_qa_0194074f-6026-79bc-5512-c0ab17fddd6c_c32a553ed2,qa,"Demir, bakır, çelik vb. takıların kullanılması caiz midir?","Demir, bakır, çelik vb. takıların kullanılması caiz midir?","AİLE HAYATI > Takılar ve Hediyeler > Demir, bakır, çelik vb. takıların kullanılması caiz midir?",https://kurul.diyanet.gov.tr/soru/demir-bakir-celik-vb-takilarin-kullanilmasi-caiz-midir/0194074f-6026-79bc-5512-c0ab17fddd6c,,,,sha256:031ca8a317040d40fcf138723b405a4a7acf1c8bbf8d7c9b417e638af0ab511f
diyk_qa_0194075b-4bd2-721c-be74-e4fb53969bd5_6d3007ed06,qa,Kız ve erkek çocukların odaları kaç yaşından sonra ayrılmalıdır?,Kız ve erkek çocukların odaları kaç yaşından sonra ayrılmalıdır?,AİLE HAYATI > Genel > Kız ve erkek çocukların odaları kaç yaşından sonra ayrılmalıdır?,https://kurul.diyanet.gov.tr/soru/kiz-ve-erkek-cocuklarin-odalari-kac-yasindan-sonra-ayrilmalidir/0194075b-4bd2-721c-be74-e4fb53969bd5,,,,sha256:bfdbedb58051dda7dac1b9189bccb21ac5fd512468cf4ddeb24758ead276d232
diyk_qa_01940761-28d4-7efc-186b-f42a3e34397e_8c8c5c2a9a,qa,"Ruhun varlığı, mahiyeti, yaratılışı ve ebedîliği konusunda bilgi verir misiniz?","Ruhun varlığı, mahiyeti, yaratılışı ve ebedîliği konusunda bilgi verir misiniz?","İNANÇ KONULARIYLA İLGİLİ MESELELER > Genel > Ruhun varlığı, mahiyeti, yaratılışı ve ebedîliği konusunda bilgi verir misiniz?",https://kurul.diyanet.gov.tr/soru/ruhun-varligi-mahiyeti-yaratilisi-ve-ebediligi-konusunda-bilgi-verir-misiniz/01940761-28d4-7efc-186b-f42a3e34397e,,,,sha256:12928a572ad7acc379992d489b1947e1763c9e6bba97730f64bea39fcca20aad
diyk_qa_0194078a-3684-7c02-78ce-f476aefce7e0_c578f848d9,qa,Kadının anne-baba ve akraba ziyaretlerine kocanın sınırlama yetkisi var mıdır?,Kadının anne-baba ve akraba ziyaretlerine kocanın sınırlama yetkisi var mıdır?,HAKLAR VE SORUMLULUKLAR > Aile İçi Haklar ve Sorumluluklar > Kadının anne-baba ve akraba ziyaretlerine kocanın sınırlama yetkisi var mıdır?,https://kurul.diyanet.gov.tr/soru/kadinin-anne-baba-ve-akraba-ziyaretlerine-kocanin-sinirlama-yetkisi-var-midir/0194078a-3684-7c02-78ce-f476aefce7e0,,,,sha256:20de5b27c938d2362bcf12e9d11ccc8aa80701e3fafb276472f34fab509b37ef
